goodsNo,goodsName,category,function,formulation,price,pricerange,volume,ingredients,purchase_link,image_link,memberNo,skintype,skintone,skinconcern,review,rating,date,rank
A000000177192,김정문알로에 큐어 인텐시브 알로에 배리어 릴리프 크림 100g,크림,수분 진정,무거운 제형,29900,2-3,200g,"락토바실러스/알로에잎추출물발효여과물, 다이프로필렌글라이콜, 알로에베라잎즙, 글리세린, 아이소프로필아이소스테아레이트, 시어버터, 비즈왁스, 스테아릴알코올, 나이아신아마이드, 하이드로제네이티드폴리아이소부텐, 다이메티콘, 정제수, 세레신, 1,2-헥산다이올, 폴리솔베이트60, 팔미틱애씨드, 글리세릴스테아레이트, 폴리솔베이트20, 폴리아크릴레이트-13, 폴리아이소부텐, 하이드록시아세토페논, C12-16알코올, 카프릴릴글라이콜, 하이드로제네이티드레시틴, 프로판다이올, 토코페릴아세테이트, 아데노신, 부틸렌글라이콜, 인도멀구슬나무꽃추출물, 다이소듐이디티에이, 홀리바질잎추출물, 병풀추출물, 인도멀구슬나무잎추출물, 울금뿌리추출물, 알란토인, 하이알루로닉애씨드, 참산호말추출물, 다이포타슘글리시리제이트, 하이드롤라이즈드완두콩단백질, 피토스테롤, 에틸헥실글리세린, 레시틴, 스쿠알란, 올리브오일, 프로폴리스추출물, 알로에잎추출물, 효모/보리씨발효여과물, 락토바실러스/콩발효추출물, 락토바실러스/석류발효추출물, 락토바실러스/배즙발효여과물, 세라마이드엔피, 락토바실러스발효용해물, 자일로오스, 서양민들레잎추출물, 백미꽃추출물, 프룩토올리고사카라이드 ",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000177192&dispCatNo=100000100010015&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=22,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017719204ko.jpg?l=ko,M0000003791555,복합성,겨울쿨톤,모공 민감성 블랙헤드 탄력,김정문알로에는 들어는 봤던 브랜드인데 올영체험단으로 처음 사용해보게 되었어요여드름 피부에도 사용가능한 크림이고 제형 자체가 조금 가볍지는 않아서 인센시브 지성분들은 조금 무거우실수도 양조절 필수향은 처음 보자마자 알로에 향이 나지않을까 싶었는데 무향입니다 ㅋㅋㅋ 아마도 여드름피부도 사용가능하게끔 만들어소 그런고같아요ㅎㅎ가을겨울봄까지 환절기에 아주 매우 잘쓸거같아오 기획으로 혜자까지 대박,10.0,2023.02.25,406.0
A000000177192,김정문알로에 큐어 인텐시브 알로에 배리어 릴리프 크림 100g,크림,수분 진정,무거운 제형,29900,2-3,200g,"락토바실러스/알로에잎추출물발효여과물, 다이프로필렌글라이콜, 알로에베라잎즙, 글리세린, 아이소프로필아이소스테아레이트, 시어버터, 비즈왁스, 스테아릴알코올, 나이아신아마이드, 하이드로제네이티드폴리아이소부텐, 다이메티콘, 정제수, 세레신, 1,2-헥산다이올, 폴리솔베이트60, 팔미틱애씨드, 글리세릴스테아레이트, 폴리솔베이트20, 폴리아크릴레이트-13, 폴리아이소부텐, 하이드록시아세토페논, C12-16알코올, 카프릴릴글라이콜, 하이드로제네이티드레시틴, 프로판다이올, 토코페릴아세테이트, 아데노신, 부틸렌글라이콜, 인도멀구슬나무꽃추출물, 다이소듐이디티에이, 홀리바질잎추출물, 병풀추출물, 인도멀구슬나무잎추출물, 울금뿌리추출물, 알란토인, 하이알루로닉애씨드, 참산호말추출물, 다이포타슘글리시리제이트, 하이드롤라이즈드완두콩단백질, 피토스테롤, 에틸헥실글리세린, 레시틴, 스쿠알란, 올리브오일, 프로폴리스추출물, 알로에잎추출물, 효모/보리씨발효여과물, 락토바실러스/콩발효추출물, 락토바실러스/석류발효추출물, 락토바실러스/배즙발효여과물, 세라마이드엔피, 락토바실러스발효용해물, 자일로오스, 서양민들레잎추출물, 백미꽃추출물, 프룩토올리고사카라이드 ",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000177192&dispCatNo=100000100010015&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=22,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017719204ko.jpg?l=ko,M0000020565091,지성,여름쿨톤,모공 트러블,겨울에 보습용으로 쓰기 좋아요순하고 보습막을 씌어주는 느낌이에요다행히 지성피부가 쓰기에 많이 무겁거나 기름지지는 않아서 괜찮네요얼굴 외에도 평소에 건조하고 거친 부위에 수시로 덧바르기도 좋을 것 같아요,10.0,2023.02.13,406.0
A000000177192,김정문알로에 큐어 인텐시브 알로에 배리어 릴리프 크림 100g,크림,수분 진정,무거운 제형,29900,2-3,200g,"락토바실러스/알로에잎추출물발효여과물, 다이프로필렌글라이콜, 알로에베라잎즙, 글리세린, 아이소프로필아이소스테아레이트, 시어버터, 비즈왁스, 스테아릴알코올, 나이아신아마이드, 하이드로제네이티드폴리아이소부텐, 다이메티콘, 정제수, 세레신, 1,2-헥산다이올, 폴리솔베이트60, 팔미틱애씨드, 글리세릴스테아레이트, 폴리솔베이트20, 폴리아크릴레이트-13, 폴리아이소부텐, 하이드록시아세토페논, C12-16알코올, 카프릴릴글라이콜, 하이드로제네이티드레시틴, 프로판다이올, 토코페릴아세테이트, 아데노신, 부틸렌글라이콜, 인도멀구슬나무꽃추출물, 다이소듐이디티에이, 홀리바질잎추출물, 병풀추출물, 인도멀구슬나무잎추출물, 울금뿌리추출물, 알란토인, 하이알루로닉애씨드, 참산호말추출물, 다이포타슘글리시리제이트, 하이드롤라이즈드완두콩단백질, 피토스테롤, 에틸헥실글리세린, 레시틴, 스쿠알란, 올리브오일, 프로폴리스추출물, 알로에잎추출물, 효모/보리씨발효여과물, 락토바실러스/콩발효추출물, 락토바실러스/석류발효추출물, 락토바실러스/배즙발효여과물, 세라마이드엔피, 락토바실러스발효용해물, 자일로오스, 서양민들레잎추출물, 백미꽃추출물, 프룩토올리고사카라이드 ",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000177192&dispCatNo=100000100010015&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=22,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017719204ko.jpg?l=ko,M0000000816027,복합성,봄웜톤,다크서클 모공 잡티 주름 탄력,처음 만나보는 김정문 알로에 큐어네요저는 잘 몰랐는데 어머니가 그거 좋다고 바로 알아보셔서 놀랐어요세안 후 발라보니 완젼 무향에 전혀 자극이 없고 꽤 단단해보이던 제형과 다르게 피부 위에서 부드럽게 펴발라지네요무겁거나 기름지지도 않아서 부담없이 바르기 좋겠어요복합성인 저에게도 잘 맞고 끈적이는 거 싫어하는 건성분들도 잘 맞을 듯 합니다크게 끈적이지는 않으면서 보습은 채워주는 느낌이라 아주 좋았어요향이 없고 튜브타입이라 여행 시 들고가서 얼굴 뿐 아니라 건조한 바디에도 부분적으로 발라주면 이 크림 하나면 스킨케어는 걱정 없을 느낌입니다사진 찍느라 꽤 많은 양을 짰는데 얼굴에 나눠서 레이어링하니 흡수 쏙 겉돌지 않았어요흡수력이나 보습에서 만족할만한 크림이고 단지보다 튜브타입이라 위생적으로 정말 칭찬할 만 합니다,10.0,2023.02.13,406.0
A000000177192,김정문알로에 큐어 인텐시브 알로에 배리어 릴리프 크림 100g,크림,수분 진정,무거운 제형,29900,2-3,200g,"락토바실러스/알로에잎추출물발효여과물, 다이프로필렌글라이콜, 알로에베라잎즙, 글리세린, 아이소프로필아이소스테아레이트, 시어버터, 비즈왁스, 스테아릴알코올, 나이아신아마이드, 하이드로제네이티드폴리아이소부텐, 다이메티콘, 정제수, 세레신, 1,2-헥산다이올, 폴리솔베이트60, 팔미틱애씨드, 글리세릴스테아레이트, 폴리솔베이트20, 폴리아크릴레이트-13, 폴리아이소부텐, 하이드록시아세토페논, C12-16알코올, 카프릴릴글라이콜, 하이드로제네이티드레시틴, 프로판다이올, 토코페릴아세테이트, 아데노신, 부틸렌글라이콜, 인도멀구슬나무꽃추출물, 다이소듐이디티에이, 홀리바질잎추출물, 병풀추출물, 인도멀구슬나무잎추출물, 울금뿌리추출물, 알란토인, 하이알루로닉애씨드, 참산호말추출물, 다이포타슘글리시리제이트, 하이드롤라이즈드완두콩단백질, 피토스테롤, 에틸헥실글리세린, 레시틴, 스쿠알란, 올리브오일, 프로폴리스추출물, 알로에잎추출물, 효모/보리씨발효여과물, 락토바실러스/콩발효추출물, 락토바실러스/석류발효추출물, 락토바실러스/배즙발효여과물, 세라마이드엔피, 락토바실러스발효용해물, 자일로오스, 서양민들레잎추출물, 백미꽃추출물, 프룩토올리고사카라이드 ",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000177192&dispCatNo=100000100010015&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=22,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017719204ko.jpg?l=ko,M0000018681782,건성,겨울쿨톤,각질 잡티,김정문 큐어 알로에 크림 후기향 무향에 가까움보습건성에게는 다소 아쉬운 보습지성에게는 여름 및 환절기에 발라주면 좋을듯 함민감성에게는 수시로 얇게 레이어링해서 발라주기발림성 가볍게 잘 펴발리며 스무스한 제형쫀쫀하게 발리면서 동시에 실키한 느낌으로 변하기 시작바르고 난 직후에는 소량의 끈적거림 있으나 지성에게는 금방 흡수 될듯 하여 오히려 좋을듯 함 추천하는 피부타입 1순위 수부지성  민감성2위 복합성  건성,10.0,2023.02.13,406.0
A000000177192,김정문알로에 큐어 인텐시브 알로에 배리어 릴리프 크림 100g,크림,수분 진정,무거운 제형,29900,2-3,200g,"락토바실러스/알로에잎추출물발효여과물, 다이프로필렌글라이콜, 알로에베라잎즙, 글리세린, 아이소프로필아이소스테아레이트, 시어버터, 비즈왁스, 스테아릴알코올, 나이아신아마이드, 하이드로제네이티드폴리아이소부텐, 다이메티콘, 정제수, 세레신, 1,2-헥산다이올, 폴리솔베이트60, 팔미틱애씨드, 글리세릴스테아레이트, 폴리솔베이트20, 폴리아크릴레이트-13, 폴리아이소부텐, 하이드록시아세토페논, C12-16알코올, 카프릴릴글라이콜, 하이드로제네이티드레시틴, 프로판다이올, 토코페릴아세테이트, 아데노신, 부틸렌글라이콜, 인도멀구슬나무꽃추출물, 다이소듐이디티에이, 홀리바질잎추출물, 병풀추출물, 인도멀구슬나무잎추출물, 울금뿌리추출물, 알란토인, 하이알루로닉애씨드, 참산호말추출물, 다이포타슘글리시리제이트, 하이드롤라이즈드완두콩단백질, 피토스테롤, 에틸헥실글리세린, 레시틴, 스쿠알란, 올리브오일, 프로폴리스추출물, 알로에잎추출물, 효모/보리씨발효여과물, 락토바실러스/콩발효추출물, 락토바실러스/석류발효추출물, 락토바실러스/배즙발효여과물, 세라마이드엔피, 락토바실러스발효용해물, 자일로오스, 서양민들레잎추출물, 백미꽃추출물, 프룩토올리고사카라이드 ",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000177192&dispCatNo=100000100010015&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=22,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0017/A00000017719204ko.jpg?l=ko,M0000002448709,복합성,쿨톤,각질 모공 블랙헤드 잡티 피지과다,김정문알로에 큐어크림 만능으로 사용중이었는데 이렇게 페이셜용 크림이 나오다니 너무 궁금하더라고요우선 자극없고 발림성이 좋아서 꾸준히 사용해보려 합니다 향도 거부감이 없고 무엇보다도 원래 잘 사용하고있던 브랜드라 그런지 확실히 잘 맞는 것 같아요 11이라는 기획에 또 눈돌아가게 만든답니다  원플원 기획 좋아요,10.0,2023.02.13,406.0
A000000212565,바이오더마 시카비오 포마드,크림,수분 진정,무거운 제형,39900,3-5,100ml + 100ml,"정제수, 글리세린, 미네랄오일, 카프릴릭/카프릭트라이글리세라이드, 프룩토올리고사카라이드, 폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트, 프로판다이올, 자일리톨, 징크스테아레이트, 소듐시트레이트, 부틸렌글라이콜, 카프릴로일글라이신, 카퍼설페이트, 소듐하이드록사이드, 소듐하이알루로네이트, 징크설페이트, 포도덩굴추출물, 라우레스-3, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드, 라미나리아 오크롤레우카추출물, 하이드록시에틸셀룰로오스, 아세틸다이펩타이드-1세틸에스터, 만니톨, 람노오스, 포타슘솔베이트 (0.003%)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000212565&dispCatNo=100000100010015&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=3,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0021/A00000021256507ko.jpg?l=ko,M0000001087951,복합성,웜톤,모공 블랙헤드 잡티 트러블,재구매템입니다 항상 겨울철에는 구매하는 상품인 것 같아요 저는 저녁에 두둑하게 올려서 수면팩처럼 사용하고 있는데 아침에 피부가 진정도 많이 되고 말라있긴 하지만 속에 수분과 보습이 채워진 느낌이 들어요일단 상품 자체가 아기들까지 사용가능해서 성분도 순한 것 같아서 믿고 잘 사용하고 있습니다처음에 발림성이 쫌 꾸덕한거 같지만 온도에 살짝 녹으몬서 잘 발리고 윤기나보이게 표현해줘서 화장전에도 발라주면 쫀쫀하게 화장이 잘먹는답니다하지만 밤에 바르는게 전 제일 좋았어요 건조한 겨울철에 터서 피부가 아프신 분들 이거 한번 사용해보세요 손상피부 진정에도 좋아여,10.0,2021.01.01,3.0
A000000212565,바이오더마 시카비오 포마드,크림,수분 진정,무거운 제형,39900,3-5,100ml + 100ml,"정제수, 글리세린, 미네랄오일, 카프릴릭/카프릭트라이글리세라이드, 프룩토올리고사카라이드, 폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트, 프로판다이올, 자일리톨, 징크스테아레이트, 소듐시트레이트, 부틸렌글라이콜, 카프릴로일글라이신, 카퍼설페이트, 소듐하이드록사이드, 소듐하이알루로네이트, 징크설페이트, 포도덩굴추출물, 라우레스-3, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드, 라미나리아 오크롤레우카추출물, 하이드록시에틸셀룰로오스, 아세틸다이펩타이드-1세틸에스터, 만니톨, 람노오스, 포타슘솔베이트 (0.003%)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000212565&dispCatNo=100000100010015&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=3,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0021/A00000021256507ko.jpg?l=ko,M0000004597794,복합성,웜톤,모공 민감성 잡티 트러블,바이오더마 시카비오 포마드4일동안 사용한 후기이고 개인차가 있을 수 있다는 점 미리 말씀드립니다 저한테는 안 맞는 상품이었다는 것도 미리 말씀드립니다ㅠㅠ마스크를 계속해서 쓰고 다니다 보니 화장품을 많이 써 봐도 여드름 자국이 옅어지는 게 안 보여서ㅠㅠ 피부 진정도 시키면서 겨울이니 보습도 챙기고 싶어서 시카밤 알아보다가 바이오더마로 구매했어요마침 올영 단독으로 기존 40ml의 두 배 이상인 100ml라는 큰 용량으로 나와서 기존에 사용하시던 분들에게는 너무 좋을 것 같았어요ㅎㅎ 색상이 흰색인 줄 알았는데 연한 녹색이었어요제형은 약간 꾸덕한듯 싶으면서 부드럽게 발려서 좋았고 향도 거슬리지 않아서 좋았어요바르고 나서 얼굴에 촤르르 광이 도는 게 좋았고보습력 또한 정말 뛰어났어요하지만이대로 피부가 개선되는건가 싶어서 행복했는데이 상품 사용하고부터 얼굴이 점점 간지럽더라구요적응기간이라서 그런가보다 하고 넘겼는데오늘 너무 간지러워서 보니 세번째 사진처럼 이마랑 턱 입 주변에 뭐가 빨갛게 올라오고 벌레 물린 것처럼 퉁퉁 부었더라고요ㅠㅠ 저한테는 안 맞는 상품이었던 것 같아요 좋은 상품이 저한테 안 맞는게 너무너무 아쉽지만 보습력이 좋아서 몸에라도 바를까봐요ㅠ처음 구매하시는 분들은 꼭 테스트해보시고 구매해주시는게 좋을 것 같아요,4.0,2021.01.11,3.0
A000000134691,바이오더마 시카비오 포마드,크림,수분 진정,무거운 제형,38000,3-5,100ml,"정제수, 글리세린, 미네랄오일, 카프릴릭/카프릭트라이글리세라이드, 프룩토올리고사카라이드, 폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트, 프로판다이올, 자일리톨, 징크스테아레이트, 소듐시트레이트, 부틸렌글라이콜, 카프릴로일글라이신, 카퍼설페이트, 소듐하이드록사이드, 소듐하이알루로네이트, 징크설페이트, 포도덩굴추출물, 라우레스-3, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드, 라미나리아 오크롤레우카추출물, 하이드록시에틸셀룰로오스, 아세틸다이펩타이드-1세틸에스터, 만니톨, 람노오스, 포타슘솔베이트 (0.003%)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000134691&dispCatNo=100000100010015&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=5,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0013/A00000013469120ko.jpg?l=ko,M0000010779963,복합성,웜톤,모공 미백 민감성 잡티 주름 탄력 트러블 피지과다,저 이거 지금 재구매 해야하는데 왜 기획으로 나오는 이 구성 이제 판매 안하는 건가요  가격이 비싸서 기획제품 유용하게 사용 했는데 넘해요 빨리 상품 풀어주셔요 지금 더 구매 해야 합니다,10.0,2024.01.03,149.0
A000000211244,리얼베리어 익스트림 크림,크림,수분 진정,무거운 제형,28500,2-3,70ml(본품)+70ml(구성품)+선크림 10ml(구성품),1. 익스트림 크림 70ml(본품),https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000211244&dispCatNo=100000100010015&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=14,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0021/A00000021124404ko.jpg?l=ko,M0000010228055,지성,웜톤,모공 민감성 블랙헤드 트러블,용기가 리뉴얼 됬네요 스티커 였는데 통 자체에 디자인이 새겨졌네요 진짜 이 제품 몇년간 4계절 내내 사용하고 50통은 썼을 것 같아요 재재재구매 하고 있네요 근데 이제품만 계속 사용하면 모공이 막히고 오히려 피부에 안좋다고 해서 다른 크림 바꿨는데 바로 좁쌀 올라와서 이걸로 다시 샀네요트러블 절대 안나고 꾸덕해서 보습감 좋아요,10.0,2024.02.02,14.0
A000000201376,리얼베리어 익스트림 크림,크림,수분 진정,무거운 제형,27500,2-3,65ml(본품)+25ml(증정),"정제수, 부틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 글리세린, 세테아릴알코올, 프로판다이올, 판테놀, 미리스토일/팔미토일옥소스테아라마이드/아라카마이드엠이에이, 글리세릴스테아레이트, 폴리글리세릴-10다이스테아레이트,다이메티콘, 솔비탄스테아레이트, 겨우살이열매추출물, 1, 2-헥산다이올, 메도우폼씨오일, 올리브오일, 하이드로제네이티드식물성오일, 자일리틸글루코사이드, 안하이드로자일리톨, 자일리톨, 글루코오스, 토코페릴아세테이트, 피토스테롤, 포스포리피드, 다이하이드록시아이소프로필팔모일팜아마이드, 비스-카프릴로일옥시팔미타미도아이소프로판올, 알란토인, 아세틸헵타펩타이드-4, 해바라기씨오일, 살비아오일, 광곽향오일, 소두구씨오일, 콘민트오일, 캐모마일꽃오일,멕시칸주니퍼오일, 바이오사카라이드검-1, 소듐하이알루로네이트, 아세틸다이펩타이드-1세틸에스터, 마데카소사이드, 스테아릭애씨드, 카보머, 카프릴릴글라이콜, 솔비탄라우레이트, 하이드록시에틸셀룰로오스, 소듐레불리네이트, 글리세릴카프릴레이트, p-아니식애씨드",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201376&dispCatNo=100000100010015&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=11,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0020/A00000020137602ko.jpg?l=ko,M0000003502955,민감성,웜톤,각질 모공 민감성 블랙헤드 주름 탄력 트러블 피지과다,좋은데 양 너무 많이 하면 좁쌀나요 적당한 양으로 꾸준히 쓰면 피부 장벽 회복에 좋아요,10.0,2024.03.02,107.0
