goodsNo,goodsName,category,function,formulation,price,pricerange,volume,ingredients,purchase_link,image_link,memberNo,skintype,skintone,skinconcern,review,rating,date,rank
A000000201646,구달 어성초 히알루론 수딩 크림,크림,수분 진정,가벼운 제형,21000,2-3,75ml+75ml리필,"정제수, 글리세린, 비닐다이메티콘, 부틸렌글라이콜, 카프릴릴메티콘, 다이프로필렌글라이콜, 1,2-헥산다이올, 펜틸렌글라이콜, 에리스리톨, 자일리톨, 어성초추출물(=약모밀추출물, 6,501ppm), 효모발효여과물, 소듐하이알루로네이트(102.1ppm), 편백오일, 유칼립투스잎오일, 하이드롤라이즈드하이알루로닉애씨드(0.15ppm), 하이알루로닉애씨드(0.1ppm), 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 포도씨오일, 병풀잎추출물, 산구절초추출물, 해바라기씨오일, 쇠비름추출물, 에틸헥실팔미테이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 솔비톨, 트로메타민, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 카프릴릭/카프릭트라이글리세라이드, 에틸헥실글리세린, 판테놀, 하이드로제네이티드레시틴, 소듐파이테이트, 세라마이드엔피, 베타-글루칸, 다발방패버섯추출물, 엑토인, 셀룰로오스, 폴리글루타믹애씨드, 하이알루로닉애씨드/폴리아이소프로필아크릴아마이드코폴리머(1ppm), 글리세릴카프릴레이트, 다이메틸실란올하이알루로네이트(0.15ppm), 하이드롤라이즈드소듐하이알루로네이트(0.15ppm), 포타슘하이알루로네이트(0.1ppm), 토코페롤, 하이드록시프로필트라이모늄하이알루로네이트(0.08ppm), 소듐하이알루로네이트크로스폴리머(0.08ppm), 프로판다이올, 소듐하이알루로네이트다이메틸실란올(0.05ppm), 소듐아세틸레이티드하이알루로네이트(0.04ppm), 폴리글리세릴-10아이소스테아레이트, 폴리글리세릴-10올리에이트, 스테아릭애씨드, 세라마이드엔에스, 콜레스테롤, 피토스핑고신, 세라마이드에이피, 세라마이드에이에스, 세라마이드이오피, 카보머, 세테아릴알코올",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201646&dispCatNo=100000100010015&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=43,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0020/A00000020164628ko.jpg?l=ko,M0000004601122,건성,여름쿨톤,다크서클 주름 탄력,지금 거의 뭔 수딩크림 쓸 때마다 수딩 중 제일 좋다고 몇 번이나 그랬는데요얘가 진짜 최종의 최종 찐일등 수딩크림 입니다건성인 저도 좋다고 느꼈구 수부지 남친도 좋다고 하더라구요바르면 훅 날아가는 느낌이 아니라 촉촉함이 유지되면서 유수분밸런스만 조절되는 느낌이예요확실히 유분 정리가 된다고 느껴졌어요이제 너무 추워져서 건성인 전 못 쓰지만리필은 수부지가 잘 쓰고 있습니당,10.0,2024.10.21,43.0
A000000201646,구달 어성초 히알루론 수딩 크림,크림,수분 진정,가벼운 제형,21000,2-3,75ml+75ml리필,"정제수, 글리세린, 비닐다이메티콘, 부틸렌글라이콜, 카프릴릴메티콘, 다이프로필렌글라이콜, 1,2-헥산다이올, 펜틸렌글라이콜, 에리스리톨, 자일리톨, 어성초추출물(=약모밀추출물, 6,501ppm), 효모발효여과물, 소듐하이알루로네이트(102.1ppm), 편백오일, 유칼립투스잎오일, 하이드롤라이즈드하이알루로닉애씨드(0.15ppm), 하이알루로닉애씨드(0.1ppm), 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 포도씨오일, 병풀잎추출물, 산구절초추출물, 해바라기씨오일, 쇠비름추출물, 에틸헥실팔미테이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 솔비톨, 트로메타민, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 카프릴릭/카프릭트라이글리세라이드, 에틸헥실글리세린, 판테놀, 하이드로제네이티드레시틴, 소듐파이테이트, 세라마이드엔피, 베타-글루칸, 다발방패버섯추출물, 엑토인, 셀룰로오스, 폴리글루타믹애씨드, 하이알루로닉애씨드/폴리아이소프로필아크릴아마이드코폴리머(1ppm), 글리세릴카프릴레이트, 다이메틸실란올하이알루로네이트(0.15ppm), 하이드롤라이즈드소듐하이알루로네이트(0.15ppm), 포타슘하이알루로네이트(0.1ppm), 토코페롤, 하이드록시프로필트라이모늄하이알루로네이트(0.08ppm), 소듐하이알루로네이트크로스폴리머(0.08ppm), 프로판다이올, 소듐하이알루로네이트다이메틸실란올(0.05ppm), 소듐아세틸레이티드하이알루로네이트(0.04ppm), 폴리글리세릴-10아이소스테아레이트, 폴리글리세릴-10올리에이트, 스테아릭애씨드, 세라마이드엔에스, 콜레스테롤, 피토스핑고신, 세라마이드에이피, 세라마이드에이에스, 세라마이드이오피, 카보머, 세테아릴알코올",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201646&dispCatNo=100000100010015&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=43,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0020/A00000020164628ko.jpg?l=ko,M0000000989330,복합성,웜톤,각질 모공 민감성 블랙헤드 잡티 주름 탄력 트러블 피지과다,유분기 많이 없이 촉촉해서 좋습니다 부드럽게 발리고 많이 끈적이지 않아 좋습니다 순하고 향도 은은해서 자주 사용할 것 같아요,10.0,2024.09.29,43.0
A000000201646,구달 어성초 히알루론 수딩 크림,크림,수분 진정,가벼운 제형,21000,2-3,75ml+75ml리필,"정제수, 글리세린, 비닐다이메티콘, 부틸렌글라이콜, 카프릴릴메티콘, 다이프로필렌글라이콜, 1,2-헥산다이올, 펜틸렌글라이콜, 에리스리톨, 자일리톨, 어성초추출물(=약모밀추출물, 6,501ppm), 효모발효여과물, 소듐하이알루로네이트(102.1ppm), 편백오일, 유칼립투스잎오일, 하이드롤라이즈드하이알루로닉애씨드(0.15ppm), 하이알루로닉애씨드(0.1ppm), 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 포도씨오일, 병풀잎추출물, 산구절초추출물, 해바라기씨오일, 쇠비름추출물, 에틸헥실팔미테이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 솔비톨, 트로메타민, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 카프릴릭/카프릭트라이글리세라이드, 에틸헥실글리세린, 판테놀, 하이드로제네이티드레시틴, 소듐파이테이트, 세라마이드엔피, 베타-글루칸, 다발방패버섯추출물, 엑토인, 셀룰로오스, 폴리글루타믹애씨드, 하이알루로닉애씨드/폴리아이소프로필아크릴아마이드코폴리머(1ppm), 글리세릴카프릴레이트, 다이메틸실란올하이알루로네이트(0.15ppm), 하이드롤라이즈드소듐하이알루로네이트(0.15ppm), 포타슘하이알루로네이트(0.1ppm), 토코페롤, 하이드록시프로필트라이모늄하이알루로네이트(0.08ppm), 소듐하이알루로네이트크로스폴리머(0.08ppm), 프로판다이올, 소듐하이알루로네이트다이메틸실란올(0.05ppm), 소듐아세틸레이티드하이알루로네이트(0.04ppm), 폴리글리세릴-10아이소스테아레이트, 폴리글리세릴-10올리에이트, 스테아릭애씨드, 세라마이드엔에스, 콜레스테롤, 피토스핑고신, 세라마이드에이피, 세라마이드에이에스, 세라마이드이오피, 카보머, 세테아릴알코올",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201646&dispCatNo=100000100010015&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=43,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0020/A00000020164628ko.jpg?l=ko,M0000002119622,복합성,쿨톤,각질,기획세트라 구성이 좋고 수분코팅막을 형성한것처럼 흡수가 잘되요 저녁에 자기전에 듬뿍바르고 자니까 다음날 아침에 피부가 보송보송 하네요 영도 많아서 많이 방라도 부담없고 좋아요,10.0,2024.09.22,43.0
A000000201646,구달 어성초 히알루론 수딩 크림,크림,수분 진정,가벼운 제형,21000,2-3,75ml+75ml리필,"정제수, 글리세린, 비닐다이메티콘, 부틸렌글라이콜, 카프릴릴메티콘, 다이프로필렌글라이콜, 1,2-헥산다이올, 펜틸렌글라이콜, 에리스리톨, 자일리톨, 어성초추출물(=약모밀추출물, 6,501ppm), 효모발효여과물, 소듐하이알루로네이트(102.1ppm), 편백오일, 유칼립투스잎오일, 하이드롤라이즈드하이알루로닉애씨드(0.15ppm), 하이알루로닉애씨드(0.1ppm), 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 포도씨오일, 병풀잎추출물, 산구절초추출물, 해바라기씨오일, 쇠비름추출물, 에틸헥실팔미테이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 솔비톨, 트로메타민, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 카프릴릭/카프릭트라이글리세라이드, 에틸헥실글리세린, 판테놀, 하이드로제네이티드레시틴, 소듐파이테이트, 세라마이드엔피, 베타-글루칸, 다발방패버섯추출물, 엑토인, 셀룰로오스, 폴리글루타믹애씨드, 하이알루로닉애씨드/폴리아이소프로필아크릴아마이드코폴리머(1ppm), 글리세릴카프릴레이트, 다이메틸실란올하이알루로네이트(0.15ppm), 하이드롤라이즈드소듐하이알루로네이트(0.15ppm), 포타슘하이알루로네이트(0.1ppm), 토코페롤, 하이드록시프로필트라이모늄하이알루로네이트(0.08ppm), 소듐하이알루로네이트크로스폴리머(0.08ppm), 프로판다이올, 소듐하이알루로네이트다이메틸실란올(0.05ppm), 소듐아세틸레이티드하이알루로네이트(0.04ppm), 폴리글리세릴-10아이소스테아레이트, 폴리글리세릴-10올리에이트, 스테아릭애씨드, 세라마이드엔에스, 콜레스테롤, 피토스핑고신, 세라마이드에이피, 세라마이드에이에스, 세라마이드이오피, 카보머, 세테아릴알코올",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201646&dispCatNo=100000100010015&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=43,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0020/A00000020164628ko.jpg?l=ko,M0000000268000,민감성,웜톤,모공 주름 트러블,트러블 많은 피부라 손목에 테스트하고 써봤는데 산뜻하고 촉촉하고 끈적이지 않게 잘 발려서 좋아요 얼굴에 열이 많아서 쿨링효과도 좋고  다만 향이 어성초라서 그런가 약초냄새가 나서 좀 그랬는데 금방 사라지는 편이네요,10.0,2024.09.28,43.0
A000000201646,구달 어성초 히알루론 수딩 크림,크림,수분 진정,가벼운 제형,21000,2-3,75ml+75ml리필,"정제수, 글리세린, 비닐다이메티콘, 부틸렌글라이콜, 카프릴릴메티콘, 다이프로필렌글라이콜, 1,2-헥산다이올, 펜틸렌글라이콜, 에리스리톨, 자일리톨, 어성초추출물(=약모밀추출물, 6,501ppm), 효모발효여과물, 소듐하이알루로네이트(102.1ppm), 편백오일, 유칼립투스잎오일, 하이드롤라이즈드하이알루로닉애씨드(0.15ppm), 하이알루로닉애씨드(0.1ppm), 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 포도씨오일, 병풀잎추출물, 산구절초추출물, 해바라기씨오일, 쇠비름추출물, 에틸헥실팔미테이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 솔비톨, 트로메타민, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 카프릴릭/카프릭트라이글리세라이드, 에틸헥실글리세린, 판테놀, 하이드로제네이티드레시틴, 소듐파이테이트, 세라마이드엔피, 베타-글루칸, 다발방패버섯추출물, 엑토인, 셀룰로오스, 폴리글루타믹애씨드, 하이알루로닉애씨드/폴리아이소프로필아크릴아마이드코폴리머(1ppm), 글리세릴카프릴레이트, 다이메틸실란올하이알루로네이트(0.15ppm), 하이드롤라이즈드소듐하이알루로네이트(0.15ppm), 포타슘하이알루로네이트(0.1ppm), 토코페롤, 하이드록시프로필트라이모늄하이알루로네이트(0.08ppm), 소듐하이알루로네이트크로스폴리머(0.08ppm), 프로판다이올, 소듐하이알루로네이트다이메틸실란올(0.05ppm), 소듐아세틸레이티드하이알루로네이트(0.04ppm), 폴리글리세릴-10아이소스테아레이트, 폴리글리세릴-10올리에이트, 스테아릭애씨드, 세라마이드엔에스, 콜레스테롤, 피토스핑고신, 세라마이드에이피, 세라마이드에이에스, 세라마이드이오피, 카보머, 세테아릴알코올",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000201646&dispCatNo=100000100010015&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=43,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0020/A00000020164628ko.jpg?l=ko,M0000017522185,지성,여름쿨톤,모공 잡티 피지과다,마침 수분크림을 다 써서 구매했는데 역시 구달이에요 완전 촉촉하고 끈적함 1도 없어서 지성인 저두 쓰기 좋았어요 초가을에는 요거 쓰다가 더 건조해지면 약간 유분기 있는 크림이랑 섞어쓰려구용,10.0,2024.09.28,43.0
A000000212565,바이오더마 시카비오 포마드,크림,수분 진정,무거운 제형,39900,3-5,100ml + 100ml,"정제수, 글리세린, 미네랄오일, 카프릴릭/카프릭트라이글리세라이드, 프룩토올리고사카라이드, 폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트, 프로판다이올, 자일리톨, 징크스테아레이트, 소듐시트레이트, 부틸렌글라이콜, 카프릴로일글라이신, 카퍼설페이트, 소듐하이드록사이드, 소듐하이알루로네이트, 징크설페이트, 포도덩굴추출물, 라우레스-3, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드, 라미나리아 오크롤레우카추출물, 하이드록시에틸셀룰로오스, 아세틸다이펩타이드-1세틸에스터, 만니톨, 람노오스, 포타슘솔베이트 (0.003%)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000212565&dispCatNo=100000100010015&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=3,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0021/A00000021256507ko.jpg?l=ko,M0000001087951,복합성,웜톤,모공 블랙헤드 잡티 트러블,재구매템입니다 항상 겨울철에는 구매하는 상품인 것 같아요 저는 저녁에 두둑하게 올려서 수면팩처럼 사용하고 있는데 아침에 피부가 진정도 많이 되고 말라있긴 하지만 속에 수분과 보습이 채워진 느낌이 들어요일단 상품 자체가 아기들까지 사용가능해서 성분도 순한 것 같아서 믿고 잘 사용하고 있습니다처음에 발림성이 쫌 꾸덕한거 같지만 온도에 살짝 녹으몬서 잘 발리고 윤기나보이게 표현해줘서 화장전에도 발라주면 쫀쫀하게 화장이 잘먹는답니다하지만 밤에 바르는게 전 제일 좋았어요 건조한 겨울철에 터서 피부가 아프신 분들 이거 한번 사용해보세요 손상피부 진정에도 좋아여,10.0,2021.01.01,3.0
A000000212565,바이오더마 시카비오 포마드,크림,수분 진정,무거운 제형,39900,3-5,100ml + 100ml,"정제수, 글리세린, 미네랄오일, 카프릴릭/카프릭트라이글리세라이드, 프룩토올리고사카라이드, 폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트, 프로판다이올, 자일리톨, 징크스테아레이트, 소듐시트레이트, 부틸렌글라이콜, 카프릴로일글라이신, 카퍼설페이트, 소듐하이드록사이드, 소듐하이알루로네이트, 징크설페이트, 포도덩굴추출물, 라우레스-3, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드, 라미나리아 오크롤레우카추출물, 하이드록시에틸셀룰로오스, 아세틸다이펩타이드-1세틸에스터, 만니톨, 람노오스, 포타슘솔베이트 (0.003%)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000212565&dispCatNo=100000100010015&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=3,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0021/A00000021256507ko.jpg?l=ko,M0000004597794,복합성,웜톤,모공 민감성 잡티 트러블,바이오더마 시카비오 포마드4일동안 사용한 후기이고 개인차가 있을 수 있다는 점 미리 말씀드립니다 저한테는 안 맞는 상품이었다는 것도 미리 말씀드립니다ㅠㅠ마스크를 계속해서 쓰고 다니다 보니 화장품을 많이 써 봐도 여드름 자국이 옅어지는 게 안 보여서ㅠㅠ 피부 진정도 시키면서 겨울이니 보습도 챙기고 싶어서 시카밤 알아보다가 바이오더마로 구매했어요마침 올영 단독으로 기존 40ml의 두 배 이상인 100ml라는 큰 용량으로 나와서 기존에 사용하시던 분들에게는 너무 좋을 것 같았어요ㅎㅎ 색상이 흰색인 줄 알았는데 연한 녹색이었어요제형은 약간 꾸덕한듯 싶으면서 부드럽게 발려서 좋았고 향도 거슬리지 않아서 좋았어요바르고 나서 얼굴에 촤르르 광이 도는 게 좋았고보습력 또한 정말 뛰어났어요하지만이대로 피부가 개선되는건가 싶어서 행복했는데이 상품 사용하고부터 얼굴이 점점 간지럽더라구요적응기간이라서 그런가보다 하고 넘겼는데오늘 너무 간지러워서 보니 세번째 사진처럼 이마랑 턱 입 주변에 뭐가 빨갛게 올라오고 벌레 물린 것처럼 퉁퉁 부었더라고요ㅠㅠ 저한테는 안 맞는 상품이었던 것 같아요 좋은 상품이 저한테 안 맞는게 너무너무 아쉽지만 보습력이 좋아서 몸에라도 바를까봐요ㅠ처음 구매하시는 분들은 꼭 테스트해보시고 구매해주시는게 좋을 것 같아요,4.0,2021.01.11,3.0
A000000134691,바이오더마 시카비오 포마드,크림,수분 진정,무거운 제형,38000,3-5,100ml,"정제수, 글리세린, 미네랄오일, 카프릴릭/카프릭트라이글리세라이드, 프룩토올리고사카라이드, 폴리글리세릴-4다이아이소스테아레이트/폴리하이드록시스테아레이트/세바케이트, 프로판다이올, 자일리톨, 징크스테아레이트, 소듐시트레이트, 부틸렌글라이콜, 카프릴로일글라이신, 카퍼설페이트, 소듐하이드록사이드, 소듐하이알루로네이트, 징크설페이트, 포도덩굴추출물, 라우레스-3, 아시아티코사이드, 아시아틱애씨드, 마데카식애씨드, 라미나리아 오크롤레우카추출물, 하이드록시에틸셀룰로오스, 아세틸다이펩타이드-1세틸에스터, 만니톨, 람노오스, 포타슘솔베이트 (0.003%)",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000134691&dispCatNo=100000100010015&t_page=카테고리관&t_click=크림_전체__상품상세&t_number=5,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0013/A00000013469120ko.jpg?l=ko,M0000010779963,복합성,웜톤,모공 미백 민감성 잡티 주름 탄력 트러블 피지과다,저 이거 지금 재구매 해야하는데 왜 기획으로 나오는 이 구성 이제 판매 안하는 건가요  가격이 비싸서 기획제품 유용하게 사용 했는데 넘해요 빨리 상품 풀어주셔요 지금 더 구매 해야 합니다,10.0,2024.01.03,149.0
A000000210655,아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL,에센스/세럼/엠플,수분 진정,무거운 제형,25900,2-3,30mL,"정제수,부틸렌글라이콜,프로판다이올,글리세린,하이드롤라이즈드하이알루로닉애씨드,1,2-헥산다이올,나이아신아마이드,글리세릴올리에이트,라우릴글루코사이드,미리스틸글루코사이드,폴리글리세릴-6라우레이트,하이드로제네이티드레시틴,글루타티온,하이드롤라이즈드콜라겐,소듐하이알루로네이트,황련뿌리추출물,아데노신,소듐디엔에이, 하이알루로닉애씨드,하이드롤라이즈드소듐하이알루로네이트,하이드록시프로필트라이모늄하이알루로네이트,포타슘하이알루로네이트,소듐하이알루로네이트크로스폴리머,소듐아세틸레이티드하이알루로네이트,인도멀구슬나무잎추출물,인도멀구슬나무꽃추출물,아이비고드열매추출물, 가지열매추출물, 홀리바질잎추출물,시트릭애씨드,울금뿌리추출물,참산호말추출물,소듐시트레이트,펜틸렌글라이콜",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000210655&dispCatNo=100000100010014&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=48,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0021/A00000021065506ko.png?l=ko,M0000018418523,복합성,웜톤,각질 미백 블랙헤드 잡티 주름 탄력,사용하기 편하고 위생적인 제품입니다 만족스러워서 병으로된 제품도 구매한,10.0,2024.10.31,720.0
A000000210655,아누아 피디알엔 히알루론산 캡슐 100 세럼 30mL,에센스/세럼/엠플,수분 진정,무거운 제형,25900,2-3,30mL,"정제수,부틸렌글라이콜,프로판다이올,글리세린,하이드롤라이즈드하이알루로닉애씨드,1,2-헥산다이올,나이아신아마이드,글리세릴올리에이트,라우릴글루코사이드,미리스틸글루코사이드,폴리글리세릴-6라우레이트,하이드로제네이티드레시틴,글루타티온,하이드롤라이즈드콜라겐,소듐하이알루로네이트,황련뿌리추출물,아데노신,소듐디엔에이, 하이알루로닉애씨드,하이드롤라이즈드소듐하이알루로네이트,하이드록시프로필트라이모늄하이알루로네이트,포타슘하이알루로네이트,소듐하이알루로네이트크로스폴리머,소듐아세틸레이티드하이알루로네이트,인도멀구슬나무잎추출물,인도멀구슬나무꽃추출물,아이비고드열매추출물, 가지열매추출물, 홀리바질잎추출물,시트릭애씨드,울금뿌리추출물,참산호말추출물,소듐시트레이트,펜틸렌글라이콜",https://www.oliveyoung.co.kr/store/goods/getGoodsDetail.do?goodsNo=A000000210655&dispCatNo=100000100010014&t_page=카테고리관&t_click=에센스/세럼/앰플_전체__상품상세&t_number=48,https://image.oliveyoung.co.kr/cfimages/cf-goods/uploads/images/thumbnails/550/10/0000/0021/A00000021065506ko.png?l=ko,M0000020330606,트러블성,웜톤,모공 미백 민감성 트러블 홍조,물 같은 제형이고 인공눈물 튜브인게 특이해요여행용으로 너무너무 잘 사용할 수 있고 수분 충전이 잘 되어서 좋아요 뜯는 케이스도 신기하게 생겨서 선물 받은 느낌이었어요,10.0,2024.09.20,720.0
